x            y_obs        weight       y_calc       y_bkg        
54.86        18.0         0.05556      13.311       1.0          
54.87        12.793       0.07817      13.397       1.0          
54.88        18.965       0.05273      13.482       1.0          
54.89        11.0         0.09091      13.569       1.0          
54.9         15.0         0.06667      13.656       1.0          
54.91        12.0         0.08333      13.745       1.0          
54.92        16.0         0.0625       13.834       1.0          
54.93        13.0         0.07692      13.923       1.0          
54.94        18.028       0.05547      14.014       1.0          
54.95        13.0         0.07692      14.105       1.0          
54.96        15.0         0.06667      14.197       1.0          
54.97        13.0         0.07692      14.29        1.0          
54.98        16.0         0.0625       14.384       1.0          
54.99        9.0          0.11111      14.479       1.0          
55.0         15.148       0.06601      14.574       1.0          
55.01        11.0         0.09091      14.67        1.0          
55.02        15.0         0.06667      14.767       1.0          
55.03        12.0         0.08333      14.865       1.0          
55.04        16.0         0.0625       14.964       1.0          
55.05        12.126       0.08247      15.063       1.0          
55.06        19.0         0.05263      15.163       1.0          
55.07        12.0         0.08333      15.264       1.0          
55.08        17.0         0.05882      15.366       1.0          
55.09        10.0         0.1          15.469       1.0          
55.1         18.0         0.05556      15.572       1.0          
55.11        13.353       0.07489      15.677       1.0          
55.12        21.0         0.04762      15.782       1.0          
55.13        15.775       0.06339      15.888       1.0          
55.14        26.0         0.03846      15.994       1.0          
55.15        13.204       0.07574      16.102       1.0          
55.16        21.0         0.04762      16.21        1.0          
55.17        10.0         0.1          16.319       1.0          
